"Aedes_campestris","Aedes_canadensis","Aedes_cinereus","Aedes_communis","Aedes_diantaeus","Aedes_excrucians","Aedes_flavescens","Aedes_fuscus","Aedes_hexodontus","Aedes_impiger","Aedes_intrudens","Aedes_nearcticus","Aedes_nigripes","Aedes_pullatus","Aedes_punctor","Aedes_riparius","Aedes_spencerii","Aedes_sticticus","Aedes_vexans","Agrotis_ipsilon","Agrotis_ypsilon","Allagrapha_aerea","Amazilia_beryllina","Amphion_floridensis","Amphion_Hübner,","Anageshna_primordialis","Anagoga_occiduaria","Anagrapha_falcifera","Anarta_columbica","Anarta_oregonica","Anaspis_rufa","Andrena_barbara","Andrena_barbilabris","Andrena_bisignata","Andrena_carlini","Andrena_ceanothi","Andrena_compacta","Andrena_enigmatica","Andrena_miranda","Andrena_miserabilis","Andrena_nasonii","Andrena_pennsylvanicola","Andrena_sapellonis","Andrena_tridens","Andrena_vernalis","Andrena_ziziae","Antepirrhoe_atrifasciata","Antepirrhoe_fasciata","Antepirrhoe_semiatrata","Anthepiscopus_longipalpis","Anthidiellum_gilense","Anthidiellum_notatum","Anthidiellum_robertsoni","Anthobium_amicorum","Anthobium_crenulatum","Anthobium_fimetarium","Anthobium_Leach,","Anthobium_pothos","Anthobium_reflexicolle","Anthophora_abrupta","Anthophora_furcata","Anthophora_terminalis","Anticarsia_gemmatalis","Apis_mellifera","Archilochus_colubris","Artogeia_rapae","Ashmeadiella_aridula","Augochlora_antonita","Augochlora_aurifera","Augochlora_azteca","Augochlora_buscki","Augochlora_clarki","Augochlora_cordiaefloris","Augochlora_cubana","Augochlora_esox","Augochlora_leptoloba","Augochlora_nigrocyanea","Augochlora_nominata","Augochlora_pura","Augochlora_quiriguensis","Augochlora_regina","Augochlora_sidaefoliae","Augochlora_smaragdina","Augochlora_Smith,","Augochlora_viridinitens","Augochlorella_aurata","Augochlorella_bracteata","Augochlorella_comis","Augochlorella_gratiosa","Augochlorella_karankawa","Augochlorella_neglectula","Augochlorella_persimilis","Augochlorella_pomoniella","Augochlorella_Sandhouse,","Augochloropsis_sumptuosa","Autographa_ampla","Baccha_angusta","Baccha_cognata","Baccha_elongata","Baccha_scutellata","Basilinna_leucotis","Battus_philenor","BOLD:AAA1257_NA","BOLD:AAA1310_NA","BOLD:AAA1311_NA","BOLD:AAA1334_NA","BOLD:AAA1335_NA","BOLD:AAA1336_NA","BOLD:AAA1340_NA","BOLD:AAA1356_NA","BOLD:AAA1365_NA","BOLD:AAA1407_NA","BOLD:AAA1419_NA","BOLD:AAA1441_NA","BOLD:AAA1457_NA","BOLD:AAA2138_NA","BOLD:AAA2139_NA","BOLD:AAA2224_NA","BOLD:AAA2326_NA","BOLD:AAA2482_NA","BOLD:AAA3364_NA","BOLD:AAA3751_NA","BOLD:AAA3817_NA","BOLD:AAA3818_NA","BOLD:AAA3947_NA","BOLD:AAA4200_NA","BOLD:AAA4415_NA","BOLD:AAA4416_NA","BOLD:AAA5318_NA","BOLD:AAA5319_NA","BOLD:AAA5337_NA","BOLD:AAA5394_NA","BOLD:AAA5618_NA","BOLD:AAA5961_NA","BOLD:AAA5973_NA","BOLD:AAA5974_NA","BOLD:AAA6013_NA","BOLD:AAA6145_NA","BOLD:AAA6148_NA","BOLD:AAA6330_NA","BOLD:AAA6331_NA","BOLD:AAA6332_NA","BOLD:AAA6337_NA","BOLD:AAA6552_NA","BOLD:AAA6909_NA","BOLD:AAA6923_NA","BOLD:AAA7001_NA","BOLD:AAA7002_NA","BOLD:AAA7003_NA","BOLD:AAA7067_NA","BOLD:AAA7166_NA","BOLD:AAA7868_NA","BOLD:AAA8310_NA","BOLD:AAA8356_NA","BOLD:AAA8658_NA","BOLD:AAA8660_NA","BOLD:AAA8661_NA","BOLD:AAA8729_NA","BOLD:AAA8804_NA","BOLD:AAA9120_NA","BOLD:AAA9121_NA","BOLD:AAA9566_NA","BOLD:AAA9985_NA","BOLD:AAA9987_NA","BOLD:AAB0087_NA","BOLD:AAB0152_NA","BOLD:AAB0275_NA","BOLD:AAB0300_NA","BOLD:AAB0372_NA","BOLD:AAB0391_NA","BOLD:AAB0664_NA","BOLD:AAB0752_NA","BOLD:AAB1090_NA","BOLD:AAB1777_NA","BOLD:AAB2060_NA","BOLD:AAB2150_NA","BOLD:AAB2458_NA","BOLD:AAB3147_NA","BOLD:AAB3148_NA","BOLD:AAB3614_NA","BOLD:AAB3695_NA","BOLD:AAB3782_NA","BOLD:AAB4831_NA","BOLD:AAB4998_NA","BOLD:AAB4999_NA","BOLD:AAB5000_NA","BOLD:AAB5059_NA","BOLD:AAB5186_NA","BOLD:AAB5222_NA","BOLD:AAB5223_NA","BOLD:AAB5395_NA","BOLD:AAB5561_NA","BOLD:AAB5599_NA","BOLD:AAB5600_NA","BOLD:AAB5696_NA","BOLD:AAB6098_NA","BOLD:AAB6973_NA","BOLD:AAB7007_NA","BOLD:AAB7164_NA","BOLD:AAB7253_NA","BOLD:AAB7325_NA","BOLD:AAB7400_NA","BOLD:AAB7413_NA","BOLD:AAB7690_NA","BOLD:AAB7786_NA","BOLD:AAB7987_NA","BOLD:AAB7988_NA","BOLD:AAB8288_NA","BOLD:AAB8760_NA","BOLD:AAB8816_NA","BOLD:AAB9118_NA","BOLD:AAC0388_NA","BOLD:AAC0415_NA","BOLD:AAC0675_NA","BOLD:AAC1222_NA","BOLD:AAC1736_NA","BOLD:AAC2210_NA","BOLD:AAC2312_NA","BOLD:AAC2374_NA","BOLD:AAC2728_NA","BOLD:AAC2749_NA","BOLD:AAC3083_NA","BOLD:AAC3534_NA","BOLD:AAC4239_NA","BOLD:AAC6088_NA","BOLD:AAC6191_NA","BOLD:AAC6353_NA","BOLD:AAC6702_NA","BOLD:AAC7048_NA","BOLD:AAC8293_NA","BOLD:AAC8510_NA","BOLD:AAC8837_NA","BOLD:AAD0077_NA","BOLD:AAD0435_NA","BOLD:AAD0732_NA","BOLD:AAD0737_NA","BOLD:AAD1268_NA","BOLD:AAD2040_NA","BOLD:AAD2443_NA","BOLD:AAD2444_NA","BOLD:AAD2530_NA","BOLD:AAD2762_NA","BOLD:AAD2971_NA","BOLD:AAD3597_NA","BOLD:AAD4941_NA","BOLD:AAD5192_NA","BOLD:AAD5593_NA","BOLD:AAD6445_NA","BOLD:AAD6613_NA","BOLD:AAD6874_NA","BOLD:AAD7092_NA","BOLD:AAD7147_NA","BOLD:AAD9130_NA","BOLD:AAE1486_NA","BOLD:AAE1534_NA","BOLD:AAE2712_NA","BOLD:AAE4454_NA","BOLD:AAE4582_NA","BOLD:AAE4592_NA","BOLD:AAE5295_NA","BOLD:AAE5827_NA","BOLD:AAE6503_NA","BOLD:AAE6504_NA","BOLD:AAE6791_NA","BOLD:AAE9538_NA","BOLD:AAF0466_NA","BOLD:AAF1123_NA","BOLD:AAF2529_NA","BOLD:AAF3630_NA","BOLD:AAF4189_NA","BOLD:AAF5278_NA","BOLD:AAF6114_NA","BOLD:AAF7798_NA","BOLD:AAG0449_NA","BOLD:AAG6240_NA","BOLD:AAG6327_NA","BOLD:AAG7271_NA","BOLD:AAG7477_NA","BOLD:AAG7502_NA","BOLD:AAG7750_NA","BOLD:AAG8023_NA","BOLD:AAG8030_NA","BOLD:AAG8051_NA","BOLD:AAH0247_NA","BOLD:AAH0265_NA","BOLD:AAH0469_NA","BOLD:AAH9492_NA","BOLD:AAH9496_NA","BOLD:AAI0556_NA","BOLD:AAI2273_NA","BOLD:AAI7948_NA","BOLD:AAI8687_NA","BOLD:AAJ0944_NA","BOLD:AAJ0947_NA","BOLD:AAJ1730_NA","BOLD:AAJ5881_NA","BOLD:AAJ7744_NA","BOLD:AAJ9588_NA","BOLD:AAK4328_NA","BOLD:AAL4602_NA","BOLD:AAL4606_NA","BOLD:AAM0475_NA","BOLD:AAM1718_NA","BOLD:AAM4399_NA","BOLD:AAM4536_NA","BOLD:AAM7372_NA","BOLD:AAM8591_NA","BOLD:AAN2624_NA","BOLD:AAN5487_NA","BOLD:AAP2967_NA","BOLD:AAP7041_NA","BOLD:AAP7085_NA","BOLD:AAP8896_NA","BOLD:AAP8897_NA","BOLD:AAQ0095_NA","BOLD:AAU1223_NA","BOLD:AAU1235_NA","BOLD:AAU8471_NA","BOLD:AAW8784_NA","BOLD:AAX7986_NA","BOLD:AAX7995_NA","BOLD:AAZ5655_NA","BOLD:ABA1592_NA","BOLD:ABA3006_NA","BOLD:ABU7628_NA","BOLD:ABV3325_NA","BOLD:ABW1309_NA","BOLD:ABW2407_NA","BOLD:ABX6140_NA","BOLD:ABX6172_NA","BOLD:ABX6201_NA","BOLD:ABX6206_NA","BOLD:ABX6542_NA","BOLD:ABY0463_NA","BOLD:ABY4399_NA","BOLD:ABY4698_NA","BOLD:ABY5953_NA","BOLD:ABY7290_NA","BOLD:ABY8629_NA","BOLD:ABY9026_NA","BOLD:ABY9031_NA","BOLD:ABZ0027_NA","BOLD:ABZ0141_NA","BOLD:ABZ0360_NA","BOLD:ABZ0596_NA","BOLD:ABZ0968_NA","BOLD:ABZ2141_NA","BOLD:ABZ2169_NA","BOLD:ABZ2516_NA","BOLD:ABZ3073_NA","BOLD:ABZ6035_NA","BOLD:ABZ6660_NA","BOLD:ABZ7349_NA","BOLD:ABZ7510_NA","BOLD:ACA6256_NA","BOLD:ACA7152_NA","BOLD:ACB1788_NA","BOLD:ACB2954_NA","BOLD:ACB2955_NA","BOLD:ACC0417_NA","BOLD:ACC5413_NA","BOLD:ACC9448_NA","BOLD:ACE3465_NA","BOLD:ACE4477_NA","BOLD:ACE4478_NA","BOLD:ACE5343_NA","BOLD:ACE5605_NA","BOLD:ACE5637_NA","BOLD:ACE6483_NA","BOLD:ACE7461_NA","BOLD:ACE8361_NA","BOLD:ACE8634_NA","BOLD:ACE9710_NA","BOLD:ACF0957_NA","BOLD:ACF2161_NA","BOLD:ACF2162_NA","BOLD:ACF2899_NA","BOLD:ACF3681_NA","BOLD:ACF4257_NA","BOLD:ACF5433_NA","BOLD:ACG0087_NA","BOLD:ACI3968_NA","BOLD:ACI4123_NA","BOLD:ACI7482_NA","BOLD:ACJ5252_NA","BOLD:ACJ7456_NA","BOLD:ACK2492_NA","BOLD:ACL3190_NA","BOLD:ACR5822_NA","BOLD:ACT9161_NA","BOLD:ACV2832_NA","BOLD:ACX5143_NA","BOLD:ACY5743_NA","BOLD:ACZ3947_NA","BOLD:ADA5190_NA","BOLD:ADB6346_NA","BOLD:ADJ2608_NA","BOLD:ADJ8282_NA","BOLD:ADM7775_NA","BOLD:ADQ9159_NA","BOLD:ADQ9882_NA","BOLD:AEB7982_NA","BOLD:AED2298_NA","BOLD:AEE4019_NA","BOLD:AEF2604_NA","BOLD:AEF4724_NA","Bombus_alboanalis","Bombus_appositus","Bombus_bifarius","Bombus_bohemicus","Bombus_borealis","Bombus_caliginosus","Bombus_centralis","Bombus_diligens","Bombus_edwardsii","Bombus_fervidus","Bombus_flavidus","Bombus_flavifrons","Bombus_frigidus","Bombus_griseocollis","Bombus_impatiens","Bombus_insularis","Bombus_iridis","Bombus_jonellus","Bombus_lucorum","Bombus_melanopygus","Bombus_mixtus","Bombus_monardae","Bombus_mormonorum","Bombus_morrisoni","Bombus_nevadensis","Bombus_occidentalis","Bombus_pennsylvanicus","Bombus_pensylvanicus","Bombus_perplexus","Bombus_pleuralis","Bombus_rufocinctus","Bombus_sandersoni","Bombus_suckleyi","Bombus_ternarius","Bombus_terricola","Bombus_vagans","Bombus_vosnesenskii","Calliopsis_andreniformis","Campsomeris_Guérin-Méneville,","Campsomeris_plumipes","Centris_bicornuta","Centris_errans","Centris_flavifrons","Centris_inermis","Centris_nitida","Centris_segregata","Centris_varia","Centris_versicolor","Ceratina_acantha","Ceratina_calcarata","Ceratina_dupla","Ceratina_pacifica","Cisseps_fulvicollis","Colias_eurytheme","Colias_philodice","Cosmopepla_bimaculata","Cosmopepla_lintneriana","Cucullia_convexipennis","Cucullia_intermedia","Danaus_fumosus","Danaus_plexippus","Darapsa_versicolor","Deilephila_euphorbiae","Deilephila_galii","Deilephila_lineata","Diachrysia_balluca","Didea_laxus","Dolichovespula_arenaria","Drepanulatrix_baueraria","Elpiste_von","Empis_brachysoma","Empis_clauda","Empis_delumbis","Empis_laniventris","Empis_virgata","Epargyreus_aspina","Epargyreus_clarus","Epargyreus_clavicornis","Epargyreus_deleoni","Epargyreus_exadeus","Epargyreus_Hübner,","Epargyreus_socus","Epargyreus_spanna","Epargyreus_spina","Epargyreus_windi","Epargyreus_zestos","Erebia_epipsodea","Eriozona_laxus","Eristalis_hirtus","Eristalis_rupium","Eristalis_tenax","Eucera_dubitata","Eucera_rosae","Eucereon_aeolum","Eucereon_amadis","Eucereon_aoris","Eucereon_argutum","Eucereon_aroa","Eucereon_atriguttum","Eucereon_aurantiaca","Eucereon_baleris","Eucereon_balium","Eucereon_centrale","Eucereon_chloraenoma","Eucereon_cimonis","Eucereon_coenobita","Eucereon_confinis","Eucereon_consorta","Eucereon_conspicuum","Eucereon_costaluta","Eucereon_costulatum","Eucereon_cyneburge","Eucereon_darantasia","Eucereon_dentatum","Eucereon_discolor","Eucereon_dorsipuncta","Eucereon_erythrolepis","Eucereon_facundum","Eucereon_formosum","Eucereon_hogei","Eucereon_Hübner,","Eucereon_imriei","Eucereon_latifascia","Eucereon_leria","Eucereon_maja","Eucereon_myrina","Eucereon_myrtusa","Eucereon_obscura","Eucereon_patrona","Eucereon_phaeoproctum","Eucereon_pilatii","Eucereon_pittieri","Eucereon_pometina","Eucereon_pseudarchias","Eucereon_punctata","Eucereon_relegatum","Eucereon_rogersi","Eucereon_rosadora","Eucereon_rosina","Eucereon_striata","Eucereon_sylvius","Eucereon_tarona","Eucereon_tenellulum","Eucereon_tesselatum","Eucereon_tigrata","Eucereon_tripunctatum","Eucereon_varia","Eucereon_venosa","Eucereon_xanthoperas","Eudamus_tellus","Euglossa_azureoviridis","Euglossa_hemichlora","Euglossa_viridissima","Eulonchus_Gerstaecker,","Eulonchus_halli","Eulonchus_marginatus","Eulonchus_marialiciae","Eulonchus_sapphirinus","Eulonchus_smaragdinus","Eulonchus_tristis","Eumorpha_achemon","Eupeodes_lapponicus","Euphyes_vestris","Eurytides_marcellus","Eusphalerum_pothos","Eustroma_atrifasciata","Eustroma_fasciata","Eustroma_Hübner,","Eustroma_semiatrata","Evylaeus_Robertson,","Forcipomyia_squamipes","Halictus_confusus","Halictus_ligatus","Halictus_NA","Halictus_placatus","Hemaris_diffinis","Hemaris_thysbe","Heraclides_cresphontes","Heriades_variolosus","Hoplitis_spoliata","Hoplitis_truncata","Hylemya_alcathoe","Hylemya_Robineau-Desvoidy,","Hylemya_variata","Hyles_euphorbiae","Hyles_gallii","Hyles_lineata","Hylocharis_leucotis","Hypothyris_euclea","Hypothyris_lycaste","Lapposyrphus_lapponicus","Lasioglossum_anomalum","Lasioglossum_atlanticum","Lasioglossum_birkmanni","Lasioglossum_bruneri","Lasioglossum_callidum","Lasioglossum_cinctipes","Lasioglossum_coeruleum","Lasioglossum_coriaceum","Lasioglossum_cressonii","Lasioglossum_fuscipenne","Lasioglossum_hitchensi","Lasioglossum_illinoense","Lasioglossum_imitatum","Lasioglossum_nevadense","Lasioglossum_nigrescens","Lasioglossum_oblongum","Lasioglossum_obscurum","Lasioglossum_pectorale","Lasioglossum_pilosum","Lasioglossum_quebecense","Lasioglossum_rohweri","Lasioglossum_subviridatum","Lasioglossum_succinipenne","Lasioglossum_tegulare","Lasioglossum_versans","Lasioglossum_versatum","Lasioglossum_zonulum","Lathrimaeum_nigropiceum","Lathrimaeum_reflexicolle","Lerema_accius","Leucania_unipuncta","Limenitis_archippus","Limnephilus_lopho","Lintneria_eremitus","Lycaena_epixanthe","Lymire_edwardsi","Manduca_quinquemaculatus","Manduca_sexta","Mechanitis_polymnia","Mechanitis_utemaia","Megachile_brevis","Megachile_centuncularis","Megachile_inermis","Megachile_melanophaea","Megachile_mendica","Megachile_montivaga","Megisto_cymela","Megograpta_marginata","Metasyrphus_lapponicus","Milesia_virginiensis","Monobia_bicolor","Mythimna_oxygala","Mythimna_unipuncta","Nomada_armatella","Nomada_cressonii","Nomada_parva","Nomada_sayi","Nomada_sulphurata","Nymphalis_antiopa","Ochlerotatus_campestris","Ochlerotatus_canadensis","Ochlerotatus_communis","Ochlerotatus_diantaeus","Ochlerotatus_excrucians","Ochlerotatus_flavescens","Ochlerotatus_hexodontus","Ochlerotatus_impiger","Ochlerotatus_intrudens","Ochlerotatus_nigripes","Ochlerotatus_pullatus","Ochlerotatus_punctor","Ochlerotatus_riparius","Ochlerotatus_spencerii","Ochlerotatus_sticticus","Ochyria_Hübner,","Odynerus_aldrichi","Odynerus_cinnabarinus","Odynerus_dilectus","Odynerus_erythrogaster","Odynerus_Latreille,","Odynerus_margaretellus","Odynerus_otomitus","Odynerus_palaeophilus","Odynerus_percontusus","Odynerus_praesepultus","Odynerus_robustus","Odynerus_wilmattae","Osmia_albiventris","Osmia_proxima","Osmia_pumila","Osmia_subaustralis","Oxydia_vesulia","Papilio_alexiares","Papilio_cresphontes","Papilio_glaucus","Papilio_palamedes","Papilio_philenor","Papilio_polixenes","Papilio_troilus","Papilio_turnus","Paratrea_plebeja","Pelecomalium_testaceum","Pepsis_angustimarginata","Pepsis_aquila","Pepsis_arizonica","Pepsis_assimilis","Pepsis_atalanta","Pepsis_augustimarginata","Pepsis_basalis","Pepsis_basifusca","Pepsis_cassiope","Pepsis_cerberus","Pepsis_chrysothemis","Pepsis_cybele","Pepsis_elegans","Pepsis_equestris","Pepsis_Fabricius,","Pepsis_festiva","Pepsis_formosa","Pepsis_grossa","Pepsis_hymenaea","Pepsis_ianthina","Pepsis_inbio","Pepsis_lepida","Pepsis_marginata","Pepsis_menechma","Pepsis_mexicana","Pepsis_mildei","Pepsis_montezuma","Pepsis_novitia","Pepsis_optima","Pepsis_pallidolimbata","Pepsis_purpurea","Pepsis_rubra","Pepsis_ruficornis","Pepsis_saphirus","Pepsis_sayi","Pepsis_seladonica","Pepsis_sommeri","Pepsis_terminata","Pepsis_thisbe","Pepsis_tricuspidata","Pepsis_venusta","Pepsis_vitripennis","Pepsis_weberi","Pepsis_xanthocera","Phoebis_sennae","Phyprosopus_callitrichoides","Pieris_rapae","Pimpla_pedalis","Plagodis_pulveraria","Plusia_contexta","Plusia_magnimacula","Plusia_masoni","Plusia_nichollae","Plusia_Ochsenheimer,","Plusia_precationis","Plusia_putnami","Plusia_venusta","Podalirius_syringae","Polites_coras","Polites_mystic","Polites_sonora","Polychrysia_morigera","Protoboarmia_porcelaria","Psithyrus_bohemicus","Psithyrus_insularis","Psithyrus_suckleyi","Pyrameis_cardui","Pyrausta_perrubralis","Satyrium_liparops","Seladonia_confusa","Speyeria_atlantis","Speyeria_cybele","Speyeria_hesperis","Sphegina_occidentalis","Sphinx_drupiferarum","Sphinx_kalmiae","Strymon_melinus","Synhalonia_rosae","Syrphus_marginatus","Syrphus_torvus","Thallophaga_taylorata","Tipula_idei","Tipula_subtenuicornis","Trichiotinus_affinis","Trichiotinus_assimilis","Trichordestra_dodii","Trochilus_colubris","Udea_profundalis","Vanessa_antiopa","Vanessa_cardui","Vanessa_lintneri","Vanessa_virginiensis","Vespa_arenaria","Vespula_maculifrons","Xanthorhoe_abrasaria","Xanthorhoe_alticolata","Xanthorhoe_baffinensis","Xanthorhoe_borealis","Xanthorhoe_collumelloides","Xanthorhoe_cyane","Xanthorhoe_decoloraria","Xanthorhoe_defensaria","Xanthorhoe_delectaria","Xanthorhoe_dentilinea","Xanthorhoe_discataria","Xanthorhoe_dodata","Xanthorhoe_ferrugata","Xanthorhoe_fossaria","Xanthorhoe_Hübner,","Xanthorhoe_iduata","Xanthorhoe_incursata","Xanthorhoe_labradorensis","Xanthorhoe_lacustrata","Xanthorhoe_macdunnoughi","Xanthorhoe_marinensis","Xanthorhoe_munitata","Xanthorhoe_offensaria","Xanthorhoe_packardata","Xanthorhoe_picticolor","Xanthorhoe_pontiaria","Xanthorhoe_ramaria","Xanthorhoe_reclivisata","Xanthorhoe_zenasaria","Xylocopa_micans","Xylocopa_muscaria","Xylocopa_virginica"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
