"","orchid","layer","Present"
"1441","Spiranthes_vernalis",1112,1
"1442","Spiranthes_vernalis",1094,1
"1443","Spiranthes_vernalis",1096,1
"1444","Spiranthes_vernalis",1091,1
"1445","Spiranthes_vernalis",1097,1
"1446","Spiranthes_vernalis",1115,1
"1447","Spiranthes_vernalis",1089,1
"1448","Spiranthes_vernalis",1093,1
"1449","Spiranthes_vernalis",1114,1
"1450","Spiranthes_vernalis",1066,1
"1451","Spiranthes_vernalis",1116,1
"1452","Spiranthes_vernalis",1059,1
"1453","Spiranthes_vernalis",1088,1
"1454","Spiranthes_vernalis",1065,1
"1455","Spiranthes_vernalis",1092,1
"1456","Spiranthes_vernalis",1058,1
"1457","Spiranthes_vernalis",1038,1
"1458","Spiranthes_vernalis",1033,1
"1459","Spiranthes_vernalis",1061,1
"1460","Spiranthes_vernalis",1032,1
"1461","Spiranthes_vernalis",1087,1
"1462","Spiranthes_vernalis",1060,1
"1463","Spiranthes_vernalis",1095,1
"1464","Spiranthes_vernalis",1118,1
"1465","Spiranthes_vernalis",1057,1
"1466","Spiranthes_vernalis",1009,1
"1467","Spiranthes_vernalis",1008,1
"1468","Spiranthes_vernalis",1034,1
"1469","Spiranthes_vernalis",1039,1
"1470","Spiranthes_vernalis",1062,1
"1471","Spiranthes_vernalis",1030,1
"1472","Spiranthes_vernalis",1056,1
"1473","Spiranthes_vernalis",1004,1
"1474","Spiranthes_vernalis",1028,1
"1475","Spiranthes_vernalis",1063,1
"1476","Spiranthes_vernalis",1035,1
"1477","Spiranthes_vernalis",1064,1
"1478","Spiranthes_vernalis",970,1
"1479","Spiranthes_vernalis",1037,1
"1480","Spiranthes_vernalis",1005,1
"1481","Spiranthes_vernalis",969,1
"1482","Spiranthes_vernalis",1006,1
"1483","Spiranthes_vernalis",1176,0
"1484","Spiranthes_vernalis",1117,1
"1485","Spiranthes_vernalis",1090,1
"1486","Spiranthes_vernalis",999,1
"1487","Spiranthes_vernalis",998,1
"1488","Spiranthes_vernalis",1036,1
"1489","Spiranthes_vernalis",904,1
"1490","Spiranthes_vernalis",965,1
"1491","Spiranthes_vernalis",1135,1
"1492","Spiranthes_vernalis",1029,1
"1493","Spiranthes_vernalis",1031,1
"1494","Spiranthes_vernalis",1001,1
"1495","Spiranthes_vernalis",1210,1
"1497","Spiranthes_vernalis",1000,1
"1498","Spiranthes_vernalis",1224,0
"1499","Spiranthes_vernalis",957,1
"1500","Spiranthes_vernalis",1194,1
"1501","Spiranthes_vernalis",1254,1
"1502","Spiranthes_vernalis",1086,1
"1503","Spiranthes_vernalis",996,1
"1504","Spiranthes_vernalis",1054,1
"1505","Spiranthes_vernalis",1286,1
"1506","Spiranthes_vernalis",1255,1
"1507","Spiranthes_vernalis",1132,1
"1508","Spiranthes_vernalis",958,1
"1509","Spiranthes_vernalis",968,1
"1510","Spiranthes_vernalis",915,1
"1511","Spiranthes_vernalis",961,1
"1512","Platanthera_hyperborea",842,0
"1513","Platanthera_hyperborea",64,0
"1514","Platanthera_hyperborea",66,0
"1515","Platanthera_hyperborea",142,0
"1516","Platanthera_hyperborea",144,0
"1517","Platanthera_hyperborea",65,0
"1518","Platanthera_hyperborea",143,0
"1519","Platanthera_hyperborea",59,0
"1520","Platanthera_hyperborea",990,0
"1521","Platanthera_hyperborea",240,0
"1522","Platanthera_hyperborea",1108,0
"1523","Platanthera_hyperborea",1024,0
"1524","Platanthera_hyperborea",428,0
"1525","Platanthera_hyperborea",637,0
"1526","Platanthera_hyperborea",63,0
"1527","Platanthera_hyperborea",130,0
"1528","Platanthera_hyperborea",216,0
"1529","Platanthera_hyperborea",15,0
"1530","Platanthera_hyperborea",869,0
"1531","Platanthera_hyperborea",863,0
"1532","Platanthera_hyperborea",949,0
"1533","Platanthera_hyperborea",731,0
"1534","Platanthera_hyperborea",995,0
"1535","Platanthera_hyperborea",537,0
"1536","Platanthera_hyperborea",536,0
"1537","Platanthera_hyperborea",329,0
"1538","Platanthera_hyperborea",328,1
"1539","Platanthera_hyperborea",1080,0
"1540","Platanthera_hyperborea",324,0
"1541","Platanthera_hyperborea",427,0
"1542","Platanthera_hyperborea",36,0
"1543","Platanthera_hyperborea",1047,0
"1544","Platanthera_hyperborea",900,0
"1545","Platanthera_hyperborea",994,1
"1546","Platanthera_hyperborea",665,0
"1547","Platanthera_hyperborea",222,1
"1548","Platanthera_hyperborea",215,1
"1549","Platanthera_hyperborea",1023,0
"1550","Platanthera_hyperborea",1025,0
"1551","Platanthera_hyperborea",742,0
"1552","Platanthera_hyperborea",113,1
"1553","Platanthera_hyperborea",750,0
"1554","Platanthera_hyperborea",117,0
"1555","Platanthera_hyperborea",35,0
"1556","Platanthera_hyperborea",421,0
"1557","Platanthera_hyperborea",335,0
"1558","Platanthera_hyperborea",112,0
"1559","Platanthera_hyperborea",1052,0
"1560","Platanthera_hyperborea",312,0
"1561","Platanthera_hyperborea",217,1
"1562","Platanthera_hyperborea",1082,0
"1563","Platanthera_hyperborea",239,0
"1564","Platanthera_hyperborea",744,0
"1565","Platanthera_hyperborea",644,0
"1566","Platanthera_hyperborea",862,0
"1567","Platanthera_hyperborea",213,0
"1568","Platanthera_hyperborea",811,0
"1569","Platanthera_hyperborea",859,0
"1570","Platanthera_hyperborea",115,1
"1571","Platanthera_hyperborea",1053,0
"1572","Platanthera_hyperborea",845,0
"1573","Platanthera_hyperborea",745,0
"1574","Platanthera_hyperborea",816,0
"1575","Platanthera_hyperborea",804,0
"1576","Platanthera_hyperborea",34,0
"1577","Platanthera_hyperborea",118,1
"1578","Platanthera_hyperborea",662,0
"1579","Platanthera_hyperborea",214,0
"1580","Platanthera_hyperborea",114,1
"1581","Platanthera_hyperborea",732,0
"1582","Platanthera_hyperborea",630,0
"1583","Platanthera_hyperborea",725,0
"1584","Platanthera_hyperborea",645,0
"1585","Platanthera_hyperborea",532,0
"1586","Platanthera_hyperborea",913,0
"1587","Platanthera_hyperborea",950,0
"1588","Platanthera_hyperborea",808,0
"1589","Platanthera_hyperborea",33,0
"1590","Platanthera_hyperborea",435,0
"1591","Platanthera_hyperborea",855,0
"1592","Platanthera_hyperborea",211,1
"1593","Platanthera_hyperborea",720,0
"1594","Platanthera_hyperborea",308,1
"1595","Platanthera_hyperborea",912,0
"1596","Platanthera_hyperborea",529,0
"1597","Platanthera_hyperborea",437,0
"1598","Platanthera_hyperborea",953,1
"1599","Platanthera_hyperborea",991,0
"1600","Platanthera_hyperborea",867,0
"1601","Platanthera_hyperborea",952,0
"1602","Platanthera_hyperborea",635,0
"1603","Platanthera_hyperborea",944,0
"1604","Platanthera_hyperborea",736,0
"1605","Platanthera_hyperborea",633,1
"1606","Platanthera_hyperborea",212,1
"1607","Platanthera_hyperborea",634,0
"1608","Platanthera_hyperborea",420,0
"1609","Platanthera_hyperborea",803,0
"1610","Platanthera_hyperborea",722,0
"1611","Platanthera_hyperborea",805,0
"1612","Platanthera_hyperborea",861,0
"1613","Platanthera_hyperborea",528,0
"1614","Platanthera_hyperborea",741,0
"1615","Platanthera_hyperborea",743,0
"1616","Platanthera_hyperborea",719,0
"1617","Platanthera_hyperborea",866,0
"1618","Platanthera_hyperborea",1107,0
"1619","Platanthera_hyperborea",535,0
"1620","Platanthera_hyperborea",636,1
"1621","Platanthera_hyperborea",746,0
"1622","Platanthera_hyperborea",860,0
"1623","Platanthera_hyperborea",718,0
"1624","Platanthera_hyperborea",208,0
"1625","Platanthera_hyperborea",735,0
"1626","Platanthera_hyperborea",890,0
"1627","Platanthera_hyperborea",657,0
"1628","Platanthera_hyperborea",631,0
"1629","Platanthera_hyperborea",643,0
"1630","Platanthera_hyperborea",544,0
"1631","Platanthera_hyperborea",897,0
"1632","Platanthera_hyperborea",799,0
"1633","Platanthera_hyperborea",807,0
"1634","Platanthera_hyperborea",733,0
"1635","Platanthera_hyperborea",806,0
"1636","Platanthera_hyperborea",551,0
"1637","Platanthera_hyperborea",550,0
"1638","Platanthera_hyperborea",419,0
"1639","Platanthera_hyperborea",748,0
"1640","Platanthera_hyperborea",322,0
"1641","Platanthera_hyperborea",543,0
"1642","Platanthera_hyperborea",60,0
"1643","Platanthera_hyperborea",218,0
"1644","Platanthera_hyperborea",739,0
"1645","Platanthera_hyperborea",652,0
"1646","Platanthera_hyperborea",651,0
"1647","Platanthera_hyperborea",740,0
"1648","Platanthera_hyperborea",650,0
"1649","Platanthera_hyperborea",986,0
"1650","Platanthera_hyperborea",654,0
"1651","Platanthera_hyperborea",221,1
"1652","Platanthera_hyperborea",442,0
"1653","Platanthera_hyperborea",441,0
"1654","Platanthera_hyperborea",440,0
"1655","Platanthera_hyperborea",549,0
"1656","Platanthera_hyperborea",914,0
"1657","Platanthera_hyperborea",724,0
"1658","Platanthera_hyperborea",793,0
"1659","Platanthera_hyperborea",318,0
"1660","Platanthera_hyperborea",317,0
"1661","Platanthera_hyperborea",533,0
"1662","Platanthera_hyperborea",327,0
"1663","Platanthera_hyperborea",970,0
"1664","Platanthera_hyperborea",534,0
"1665","Platanthera_hyperborea",223,0
"1666","Platanthera_hyperborea",538,0
"1667","Platanthera_hyperborea",802,0
"1668","Platanthera_hyperborea",323,0
"1669","Platanthera_hyperborea",809,0
"1670","Platanthera_hyperborea",639,0
"1671","Platanthera_hyperborea",655,0
"1672","Platanthera_hyperborea",325,0
"1673","Platanthera_hyperborea",751,0
"1674","Platanthera_hyperborea",3,0
"1675","Platanthera_hyperborea",554,0
"1676","Platanthera_hyperborea",553,0
"1677","Platanthera_hyperborea",49,0
"1678","Platanthera_hyperborea",552,0
"1679","Platanthera_hyperborea",910,0
"1680","Platanthera_hyperborea",848,0
"1681","Platanthera_hyperborea",531,0
"1682","Platanthera_hyperborea",801,0
"1683","Platanthera_hyperborea",227,0
"1684","Platanthera_hyperborea",443,0
"1685","Platanthera_hyperborea",229,0
"1686","Platanthera_hyperborea",424,0
"1687","Platanthera_hyperborea",61,0
"1688","Platanthera_hyperborea",858,0
"1689","Platanthera_hyperborea",964,0
"1690","Platanthera_hyperborea",734,0
"1691","Platanthera_hyperborea",789,0
"1692","Platanthera_hyperborea",429,0
"1693","Platanthera_hyperborea",120,0
"1694","Platanthera_hyperborea",62,0
"1695","Platanthera_hyperborea",241,0
"1696","Platanthera_hyperborea",903,0
"1697","Platanthera_hyperborea",814,0
"1698","Platanthera_hyperborea",1018,0
"1699","Platanthera_hyperborea",523,0
"1700","Platanthera_hyperborea",313,1
"1701","Platanthera_hyperborea",316,0
"1702","Platanthera_hyperborea",916,0
"1703","Platanthera_hyperborea",898,0
"1704","Platanthera_hyperborea",530,0
"1705","Platanthera_hyperborea",224,0
"1706","Platanthera_hyperborea",843,0
"1707","Platanthera_hyperborea",54,0
"1708","Platanthera_hyperborea",445,0
"1709","Platanthera_hyperborea",993,0
"1710","Platanthera_hyperborea",40,1
"1711","Platanthera_hyperborea",901,0
"1712","Platanthera_hyperborea",915,0
"1713","Platanthera_hyperborea",727,0
"1714","Platanthera_hyperborea",125,0
"1715","Platanthera_hyperborea",119,0
"1716","Platanthera_hyperborea",844,0
"1717","Platanthera_hyperborea",319,0
"1718","Platanthera_hyperborea",228,0
"1719","Platanthera_hyperborea",126,0
"1720","Platanthera_hyperborea",895,0
"1721","Platanthera_hyperborea",640,0
"1722","Platanthera_hyperborea",723,0
"1723","Platanthera_hyperborea",423,0
"1724","Platanthera_hyperborea",868,0
"1725","Platanthera_hyperborea",422,0
"1726","Platanthera_hyperborea",141,0
"1727","Platanthera_hyperborea",810,0
"1728","Platanthera_hyperborea",905,0
"1729","Platanthera_hyperborea",542,0
"1730","Platanthera_hyperborea",53,0
"1731","Platanthera_hyperborea",14,0
"1732","Platanthera_hyperborea",124,0
"1733","Platanthera_hyperborea",917,0
"1734","Platanthera_hyperborea",649,0
"1735","Platanthera_hyperborea",753,0
"1736","Platanthera_hyperborea",961,0
"1737","Platanthera_hyperborea",1022,0
"1738","Platanthera_hyperborea",967,0
"1739","Platanthera_hyperborea",951,0
"1740","Platanthera_hyperborea",541,0
"1741","Goodyera_oblongifolia",1017,1
"1742","Goodyera_oblongifolia",788,1
"1743","Goodyera_oblongifolia",986,1
"1744","Goodyera_oblongifolia",839,1
"1745","Goodyera_oblongifolia",985,1
"1746","Goodyera_oblongifolia",721,1
"1747","Goodyera_oblongifolia",891,1
"1748","Goodyera_oblongifolia",838,1
"1749","Goodyera_oblongifolia",1045,1
"1750","Goodyera_oblongifolia",720,1
"1751","Goodyera_oblongifolia",943,1
"1752","Goodyera_oblongifolia",845,1
"1753","Goodyera_oblongifolia",944,1
"1754","Goodyera_oblongifolia",787,1
"1755","Goodyera_oblongifolia",987,1
"1756","Goodyera_oblongifolia",995,1
"1757","Goodyera_oblongifolia",1016,0
"1758","Goodyera_oblongifolia",1018,1
"1759","Goodyera_oblongifolia",722,1
"1760","Goodyera_oblongifolia",803,1
"1761","Goodyera_oblongifolia",890,1
"1762","Goodyera_oblongifolia",719,1
"1763","Goodyera_oblongifolia",723,1
"1764","Goodyera_oblongifolia",635,1
"1765","Goodyera_oblongifolia",791,1
"1766","Goodyera_oblongifolia",789,1
"1767","Goodyera_oblongifolia",859,1
"1768","Goodyera_oblongifolia",804,1
"1769","Goodyera_oblongifolia",724,1
"1770","Goodyera_oblongifolia",725,1
"1771","Goodyera_oblongifolia",634,1
"1772","Goodyera_oblongifolia",841,1
"1773","Goodyera_oblongifolia",421,1
"1774","Goodyera_oblongifolia",802,1
"1775","Goodyera_oblongifolia",529,1
"1776","Goodyera_oblongifolia",846,1
"1777","Goodyera_oblongifolia",842,1
"1778","Goodyera_oblongifolia",857,1
"1779","Goodyera_oblongifolia",858,1
"1780","Goodyera_oblongifolia",631,1
"1781","Goodyera_oblongifolia",423,1
"1782","Goodyera_oblongifolia",633,1
"1783","Goodyera_oblongifolia",422,0
"1784","Goodyera_oblongifolia",792,1
"1785","Goodyera_oblongifolia",532,1
"1786","Goodyera_oblongifolia",533,0
"1787","Goodyera_oblongifolia",994,1
"1788","Goodyera_oblongifolia",424,1
"1789","Goodyera_oblongifolia",812,1
"1790","Goodyera_oblongifolia",843,1
"1791","Goodyera_oblongifolia",795,1
"1792","Goodyera_oblongifolia",1082,1
"1793","Goodyera_oblongifolia",1024,1
"1794","Goodyera_oblongifolia",737,1
"1795","Goodyera_oblongifolia",896,1
"1796","Goodyera_oblongifolia",840,1
"1797","Goodyera_oblongifolia",1084,1
"1798","Goodyera_oblongifolia",419,1
"1799","Goodyera_oblongifolia",534,1
"1800","Goodyera_oblongifolia",530,1
"1801","Goodyera_oblongifolia",793,1
"1802","Goodyera_oblongifolia",312,1
"1803","Goodyera_oblongifolia",949,1
"1804","Goodyera_oblongifolia",1022,1
"1805","Goodyera_oblongifolia",1047,1
"1806","Goodyera_oblongifolia",801,1
"1807","Goodyera_oblongifolia",1053,1
"1808","Goodyera_oblongifolia",531,1
"1809","Goodyera_oblongifolia",636,1
"1810","Goodyera_oblongifolia",313,1
"1811","Goodyera_oblongifolia",727,1
"1812","Goodyera_oblongifolia",1025,1
"1813","Goodyera_oblongifolia",420,1
"1814","Goodyera_oblongifolia",844,1
"1815","Goodyera_oblongifolia",848,1
"1816","Goodyera_oblongifolia",427,0
"1817","Goodyera_oblongifolia",1052,1
"1818","Goodyera_oblongifolia",815,1
"1819","Goodyera_oblongifolia",816,1
"1820","Goodyera_oblongifolia",897,1
"1821","Goodyera_oblongifolia",632,1
"1822","Goodyera_oblongifolia",952,1
"1823","Goodyera_oblongifolia",856,1
"1824","Goodyera_oblongifolia",651,0
"1825","Goodyera_oblongifolia",794,1
"1826","Goodyera_oblongifolia",1081,1
"1827","Goodyera_oblongifolia",860,1
"1828","Goodyera_oblongifolia",991,1
"1829","Goodyera_oblongifolia",849,0
"1830","Goodyera_oblongifolia",813,1
"1831","Goodyera_oblongifolia",747,1
"1832","Goodyera_oblongifolia",1107,0
"1833","Goodyera_oblongifolia",811,1
"1834","Goodyera_oblongifolia",637,1
"1835","Goodyera_oblongifolia",814,1
"1836","Goodyera_oblongifolia",895,1
"1837","Goodyera_oblongifolia",1210,0
"1838","Goodyera_oblongifolia",527,0
"1839","Goodyera_oblongifolia",630,1
"1840","Goodyera_oblongifolia",945,1
"1841","Goodyera_oblongifolia",726,1
"1842","Goodyera_oblongifolia",894,1
"1843","Goodyera_oblongifolia",1130,0
"1844","Goodyera_oblongifolia",314,1
"1845","Goodyera_oblongifolia",418,1
"1846","Goodyera_oblongifolia",1109,1
"1847","Goodyera_oblongifolia",900,1
"1848","Goodyera_oblongifolia",1049,1
"1849","Goodyera_oblongifolia",909,1
"1850","Goodyera_oblongifolia",1026,1
"1851","Goodyera_oblongifolia",1108,1
"1852","Goodyera_oblongifolia",899,1
"1853","Goodyera_oblongifolia",892,1
"1854","Goodyera_oblongifolia",215,1
"1855","Goodyera_oblongifolia",901,1
"1856","Goodyera_oblongifolia",643,1
"1857","Goodyera_oblongifolia",1222,0
"1858","Goodyera_oblongifolia",810,1
"1859","Goodyera_oblongifolia",1051,1
"1860","Goodyera_oblongifolia",805,1
"1861","Goodyera_oblongifolia",1083,1
"1862","Goodyera_oblongifolia",847,1
"1863","Goodyera_oblongifolia",748,1
"1864","Goodyera_oblongifolia",993,1
"1865","Goodyera_oblongifolia",912,1
"1866","Goodyera_oblongifolia",749,1
"1867","Goodyera_oblongifolia",1085,0
"1868","Goodyera_oblongifolia",537,1
"1869","Goodyera_oblongifolia",746,1
"1870","Goodyera_oblongifolia",736,1
"1871","Goodyera_oblongifolia",863,1
"1872","Goodyera_oblongifolia",990,1
"1873","Goodyera_oblongifolia",850,0
"1874","Goodyera_oblongifolia",910,1
"1875","Goodyera_oblongifolia",855,1
"1876","Goodyera_oblongifolia",1009,1
"1877","Goodyera_tesselata",916,0
"1878","Goodyera_tesselata",917,1
"1879","Goodyera_tesselata",969,0
"1880","Goodyera_tesselata",867,1
"1881","Goodyera_tesselata",970,0
"1882","Goodyera_tesselata",803,0
"1883","Goodyera_tesselata",968,0
"1884","Goodyera_tesselata",915,0
"1885","Goodyera_tesselata",863,0
"1886","Goodyera_tesselata",966,0
"1887","Goodyera_tesselata",800,0
"1888","Goodyera_tesselata",807,0
"1889","Goodyera_tesselata",802,0
"1890","Goodyera_tesselata",861,0
"1891","Goodyera_tesselata",810,0
"1892","Goodyera_tesselata",857,0
"1893","Goodyera_tesselata",799,0
"1894","Goodyera_tesselata",862,0
"1895","Goodyera_tesselata",736,0
"1896","Goodyera_tesselata",647,0
"1897","Goodyera_tesselata",646,0
"1898","Goodyera_tesselata",908,1
"1899","Goodyera_tesselata",816,1
"1900","Goodyera_tesselata",864,0
"1901","Goodyera_tesselata",860,0
"1902","Goodyera_tesselata",865,0
"1903","Goodyera_tesselata",859,0
"1904","Goodyera_tesselata",920,0
"1905","Goodyera_tesselata",854,0
"1906","Goodyera_tesselata",738,0
"1907","Goodyera_tesselata",735,0
"1908","Goodyera_tesselata",806,0
"1909","Goodyera_tesselata",737,0
"1910","Goodyera_tesselata",967,0
"1911","Goodyera_tesselata",809,0
"1912","Goodyera_tesselata",815,0
"1913","Goodyera_tesselata",869,0
"1914","Goodyera_tesselata",733,0
"1915","Goodyera_tesselata",741,0
"1916","Goodyera_tesselata",805,0
"1917","Goodyera_tesselata",811,0
"1918","Goodyera_tesselata",801,1
"1919","Goodyera_tesselata",866,0
"1920","Goodyera_tesselata",855,0
"1921","Goodyera_tesselata",739,0
"1922","Goodyera_tesselata",747,0
"1923","Goodyera_tesselata",744,0
"1924","Goodyera_tesselata",804,0
"1925","Goodyera_tesselata",812,0
"1926","Goodyera_tesselata",813,0
"1927","Goodyera_tesselata",745,0
"1928","Goodyera_tesselata",856,0
"1929","Goodyera_tesselata",734,1
"1930","Goodyera_tesselata",868,0
"1931","Goodyera_tesselata",852,0
"1932","Goodyera_tesselata",814,0
"1933","Goodyera_tesselata",645,0
"1934","Goodyera_tesselata",858,0
"1935","Goodyera_tesselata",742,0
"1936","Goodyera_tesselata",748,0
"1937","Goodyera_tesselata",913,0
"1938","Goodyera_tesselata",743,0
"1939","Goodyera_tesselata",657,0
"1940","Goodyera_tesselata",753,0
"1941","Goodyera_tesselata",746,0
"1942","Goodyera_tesselata",808,0
"1943","Goodyera_tesselata",754,0
"1944","Goodyera_tesselata",648,0
"1945","Goodyera_tesselata",749,0
"1946","Goodyera_tesselata",644,0
"1947","Goodyera_tesselata",740,0
"1948","Goodyera_tesselata",665,0
"1949","Goodyera_tesselata",666,0
"1950","Goodyera_tesselata",910,0
"1951","Goodyera_tesselata",752,0
"1952","Platanthera_cristata",1137,1
"1953","Platanthera_cristata",1121,1
"1954","Platanthera_cristata",1097,1
"1955","Platanthera_cristata",1157,1
"1956","Platanthera_cristata",1138,1
"1957","Platanthera_cristata",1178,1
"1958","Platanthera_cristata",1096,1
"1959","Platanthera_cristata",1197,1
"1960","Platanthera_cristata",1039,1
"1961","Platanthera_cristata",1117,1
"1962","Platanthera_cristata",1158,1
"1963","Platanthera_cristata",1038,1
"1964","Platanthera_cristata",1136,1
"1965","Platanthera_cristata",1009,1
"1966","Platanthera_cristata",1160,1
"1967","Platanthera_cristata",1062,1
"1968","Platanthera_cristata",1066,1
"1969","Platanthera_cristata",1120,1
"1970","Platanthera_cristata",1118,1
"1971","Platanthera_cristata",1116,1
"1972","Platanthera_cristata",1114,1
"1973","Platanthera_cristata",1093,1
"1974","Platanthera_cristata",1091,1
"1975","Platanthera_cristata",1161,1
"1976","Platanthera_cristata",1159,1
"1977","Platanthera_cristata",1140,1
"1978","Platanthera_cristata",1141,1
"1979","Platanthera_cristata",1089,1
"1980","Platanthera_cristata",1092,1
"1981","Platanthera_cristata",1134,1
"1982","Platanthera_cristata",1154,1
"1983","Platanthera_cristata",969,1
"1984","Platanthera_cristata",1064,1
"1985","Platanthera_cristata",1095,1
"1986","Platanthera_cristata",1135,1
"1987","Platanthera_cristata",1139,1
"1988","Platanthera_cristata",1132,1
"1989","Platanthera_cristata",1115,1
"1990","Platanthera_cristata",1177,1
"1991","Platanthera_cristata",970,1
"1992","Platanthera_cristata",916,1
"1993","Platanthera_integra",1096,1
"1994","Platanthera_integra",1009,1
"1995","Platanthera_integra",1159,1
"1996","Platanthera_integra",1092,1
"1997","Platanthera_integra",1178,1
"1998","Platanthera_integra",1135,1
"1999","Platanthera_integra",1137,1
"2000","Platanthera_integra",1138,1
"2001","Platanthera_integra",1121,1
"2002","Platanthera_integra",1134,1
"2003","Platanthera_integra",1157,1
"2004","Platanthera_integra",1158,1
"2005","Platanthera_integra",1140,1
"2006","Platanthera_integra",1139,1
"2007","Platanthera_integra",1095,1
"2008","Platanthera_integra",1177,1
"2009","Platanthera_integra",1115,1
"2010","Platanthera_integra",1093,1
"2011","Platanthera_integra",1118,1
"2013","Goodyera_repens",1063,1
"2014","Goodyera_repens",801,1
"2015","Goodyera_repens",809,0
"2016","Goodyera_repens",635,1
"2017","Goodyera_repens",800,1
"2018","Goodyera_repens",810,1
"2019","Goodyera_repens",114,1
"2020","Goodyera_repens",857,1
"2021","Goodyera_repens",736,1
"2022","Goodyera_repens",856,1
"2023","Goodyera_repens",124,0
"2024","Goodyera_repens",210,0
"2025","Goodyera_repens",648,0
"2026","Goodyera_repens",647,0
"2027","Goodyera_repens",799,1
"2028","Goodyera_repens",549,0
"2029","Goodyera_repens",735,1
"2030","Goodyera_repens",324,0
"2031","Goodyera_repens",863,1
"2032","Goodyera_repens",534,0
"2033","Goodyera_repens",737,1
"2034","Goodyera_repens",646,1
"2035","Goodyera_repens",864,1
"2036","Goodyera_repens",859,1
"2037","Goodyera_repens",1026,0
"2038","Goodyera_repens",216,0
"2039","Goodyera_repens",733,1
"2040","Goodyera_repens",115,1
"2041","Goodyera_repens",741,1
"2042","Goodyera_repens",537,1
"2043","Goodyera_repens",860,1
"2044","Goodyera_repens",1064,1
"2045","Goodyera_repens",804,1
"2046","Goodyera_repens",816,1
"2047","Goodyera_repens",915,1
"2048","Goodyera_repens",540,1
"2049","Goodyera_repens",868,1
"2050","Goodyera_repens",220,0
"2051","Goodyera_repens",221,0
"2052","Goodyera_repens",217,0
"2053","Goodyera_repens",535,0
"2054","Goodyera_repens",532,0
"2055","Goodyera_repens",424,0
"2056","Goodyera_repens",318,0
"2057","Goodyera_repens",423,0
"2058","Goodyera_repens",650,0
"2059","Goodyera_repens",645,1
"2060","Goodyera_repens",637,1
"2061","Goodyera_repens",802,1
"2062","Goodyera_repens",429,0
"2063","Goodyera_repens",861,1
"2064","Goodyera_repens",862,1
"2065","Goodyera_repens",854,0
"2066","Goodyera_repens",870,1
"2067","Goodyera_repens",869,1
"2068","Goodyera_repens",536,1
"2069","Goodyera_repens",794,0
"2070","Goodyera_repens",738,1
"2071","Goodyera_repens",116,0
"2072","Goodyera_repens",316,0
"2073","Goodyera_repens",916,1
"2074","Goodyera_repens",317,0
"2075","Goodyera_repens",315,0
"2076","Goodyera_repens",434,0
"2077","Goodyera_repens",539,1
"2078","Goodyera_repens",218,0
"2079","Goodyera_repens",995,0
"2080","Goodyera_repens",858,1
"2081","Goodyera_repens",747,1
"2082","Goodyera_repens",227,0
"2083","Goodyera_repens",745,0
"2084","Goodyera_repens",815,1
"2085","Goodyera_repens",225,1
"2086","Goodyera_repens",901,0
"2087","Goodyera_repens",636,1
"2088","Goodyera_repens",803,1
"2089","Goodyera_repens",1094,1
"2090","Goodyera_repens",435,0
"2091","Goodyera_repens",649,0
"2092","Goodyera_repens",633,0
"2093","Goodyera_repens",643,1
"2094","Goodyera_repens",121,0
"2095","Goodyera_repens",34,0
"2096","Goodyera_repens",734,1
"2097","Goodyera_repens",215,0
"2098","Goodyera_repens",420,0
"2099","Goodyera_repens",428,0
"2100","Goodyera_repens",1052,0
"2101","Goodyera_repens",917,1
"2102","Goodyera_repens",665,0
"2103","Goodyera_repens",742,0
"2104","Goodyera_repens",920,1
"2105","Goodyera_repens",805,1
"2106","Goodyera_repens",740,1
"2107","Goodyera_repens",739,1
"2108","Goodyera_repens",813,1
"2109","Goodyera_repens",855,1
"2110","Goodyera_repens",660,0
"2111","Goodyera_repens",807,1
"2112","Goodyera_repens",209,0
"2113","Goodyera_repens",544,0
"2114","Goodyera_repens",222,0
"2115","Goodyera_repens",212,0
"2116","Goodyera_repens",123,0
"2117","Goodyera_repens",848,0
"2118","Goodyera_repens",900,0
"2119","Goodyera_repens",208,0
"2120","Goodyera_repens",664,0
"2121","Goodyera_repens",651,0
"2122","Goodyera_repens",659,0
"2123","Goodyera_repens",910,1
"2124","Goodyera_repens",994,0
"2125","Goodyera_repens",113,0
"2126","Goodyera_repens",744,1
"2127","Goodyera_repens",656,0
"2128","Goodyera_repens",662,0
"2129","Goodyera_repens",1108,0
"2130","Goodyera_repens",117,0
"2131","Goodyera_repens",657,0
"2132","Goodyera_repens",41,0
"2133","Goodyera_repens",663,0
"2134","Goodyera_repens",112,0
"2135","Goodyera_repens",533,0
"2136","Goodyera_repens",808,1
"2137","Goodyera_repens",811,1
"2138","Goodyera_repens",644,0
"2139","Goodyera_repens",1024,0
"2140","Goodyera_repens",818,0
"2141","Goodyera_repens",746,1
"2142","Goodyera_repens",541,1
"2143","Goodyera_repens",1025,0
"2144","Goodyera_repens",654,0
"2145","Goodyera_repens",531,0
"2146","Goodyera_repens",546,0
"2147","Goodyera_repens",437,0
"2148","Goodyera_repens",655,0
"2149","Goodyera_repens",819,0
"2150","Goodyera_repens",867,1
"2151","Goodyera_repens",211,0
"2152","Goodyera_repens",427,0
"2153","Goodyera_repens",543,0
"2154","Goodyera_repens",118,1
"2155","Goodyera_repens",866,1
"2156","Goodyera_repens",748,0
"2157","Goodyera_repens",445,0
"2158","Goodyera_repens",120,0
"2159","Goodyera_repens",653,0
