"","orchid","layer","Present"
"1","Platanthera_huronensis",724,1
"2","Platanthera_huronensis",916,1
"3","Platanthera_huronensis",804,1
"4","Platanthera_huronensis",859,1
"5","Platanthera_huronensis",857,1
"6","Platanthera_huronensis",324,0
"7","Platanthera_huronensis",800,1
"8","Platanthera_huronensis",1053,1
"9","Platanthera_huronensis",801,1
"10","Platanthera_huronensis",1025,1
"11","Platanthera_huronensis",727,1
"12","Platanthera_huronensis",643,1
"13","Platanthera_huronensis",734,1
"14","Platanthera_huronensis",994,1
"15","Platanthera_huronensis",532,1
"16","Platanthera_huronensis",737,1
"17","Platanthera_huronensis",799,1
"18","Platanthera_huronensis",992,1
"19","Platanthera_huronensis",793,1
"20","Platanthera_huronensis",1024,1
"21","Platanthera_huronensis",636,1
"22","Platanthera_huronensis",845,1
"23","Platanthera_huronensis",802,1
"24","Platanthera_huronensis",634,1
"25","Platanthera_huronensis",218,1
"26","Platanthera_huronensis",897,1
"27","Platanthera_huronensis",736,1
"28","Platanthera_huronensis",735,1
"29","Platanthera_huronensis",862,1
"30","Platanthera_huronensis",861,1
"31","Platanthera_huronensis",915,1
"32","Platanthera_huronensis",854,1
"33","Platanthera_huronensis",803,1
"34","Platanthera_huronensis",725,1
"35","Platanthera_huronensis",895,1
"36","Platanthera_huronensis",536,1
"37","Platanthera_huronensis",846,1
"38","Platanthera_huronensis",744,1
"39","Platanthera_huronensis",739,0
"40","Platanthera_huronensis",896,1
"41","Platanthera_huronensis",912,1
"42","Platanthera_huronensis",307,1
"43","Platanthera_huronensis",738,1
"44","Platanthera_huronensis",741,1
"45","Platanthera_huronensis",949,1
"46","Platanthera_huronensis",995,1
"47","Platanthera_huronensis",537,1
"48","Platanthera_huronensis",752,0
"49","Platanthera_huronensis",851,0
"50","Platanthera_huronensis",991,1
"51","Platanthera_huronensis",869,1
"52","Platanthera_huronensis",740,1
"53","Platanthera_huronensis",844,1
"54","Platanthera_huronensis",533,0
"55","Platanthera_huronensis",633,1
"56","Platanthera_huronensis",318,1
"57","Platanthera_huronensis",534,1
"58","Platanthera_huronensis",221,1
"59","Platanthera_huronensis",317,1
"60","Platanthera_huronensis",535,1
"61","Platanthera_huronensis",426,1
"62","Platanthera_huronensis",646,1
"63","Platanthera_huronensis",423,1
"64","Platanthera_huronensis",645,1
"65","Platanthera_huronensis",210,1
"66","Platanthera_huronensis",637,1
"67","Platanthera_huronensis",792,1
"68","Platanthera_huronensis",914,1
"69","Platanthera_huronensis",898,1
"70","Platanthera_huronensis",858,1
"71","Platanthera_huronensis",863,1
"72","Platanthera_huronensis",811,1
"73","Platanthera_huronensis",427,0
"74","Platanthera_huronensis",807,1
"75","Platanthera_huronensis",313,1
"76","Platanthera_huronensis",216,1
"77","Platanthera_huronensis",217,1
"78","Platanthera_huronensis",864,1
"79","Platanthera_huronensis",742,1
"80","Platanthera_huronensis",753,1
"81","Platanthera_huronensis",635,1
"82","Platanthera_huronensis",746,1
"83","Platanthera_huronensis",843,1
"84","Platanthera_huronensis",540,1
"85","Platanthera_huronensis",530,1
"86","Platanthera_huronensis",952,1
"87","Platanthera_huronensis",723,1
"88","Platanthera_huronensis",993,1
"89","Platanthera_huronensis",853,1
"90","Platanthera_huronensis",852,1
"91","Platanthera_huronensis",839,1
"92","Platanthera_huronensis",812,1
"93","Platanthera_huronensis",429,1
"94","Platanthera_huronensis",816,1
"95","Platanthera_huronensis",653,1
"96","Platanthera_huronensis",855,1
"97","Platanthera_huronensis",424,1
"98","Platanthera_huronensis",420,1
"99","Platanthera_huronensis",745,0
"100","Platanthera_huronensis",860,1
"101","Platanthera_huronensis",665,0
"102","Platanthera_huronensis",549,0
"103","Platanthera_huronensis",1022,1
"104","Platanthera_huronensis",1052,1
"105","Platanthera_huronensis",123,0
"106","Platanthera_huronensis",908,1
"107","Platanthera_huronensis",661,0
"108","Platanthera_huronensis",969,1
"109","Platanthera_huronensis",220,1
"110","Platanthera_huronensis",856,1
"111","Platanthera_huronensis",308,1
"112","Platanthera_huronensis",733,1
"113","Platanthera_huronensis",222,0
"114","Platanthera_huronensis",450,0
"115","Platanthera_huronensis",225,0
"116","Platanthera_huronensis",312,1
"117","Platanthera_huronensis",421,1
"118","Platanthera_huronensis",441,0
"119","Platanthera_huronensis",410,0
"120","Platanthera_huronensis",1108,1
"121","Platanthera_huronensis",721,1
"122","Platanthera_huronensis",1083,1
"123","Platanthera_huronensis",415,0
"124","Platanthera_huronensis",219,1
"125","Platanthera_huronensis",213,1
"126","Platanthera_huronensis",329,1
"127","Platanthera_huronensis",662,0
"128","Platanthera_huronensis",412,1
"129","Platanthera_huronensis",214,1
"130","Platanthera_huronensis",659,1
"131","Platanthera_huronensis",842,1
"132","Platanthera_huronensis",1026,1
"133","Platanthera_huronensis",223,1
"134","Platanthera_huronensis",747,1
"135","Platanthera_huronensis",867,1
"136","Platanthera_huronensis",553,0
"137","Platanthera_huronensis",328,1
"138","Platanthera_huronensis",870,1
"139","Platanthera_huronensis",434,0
"140","Platanthera_hyperborea",856,0
"141","Platanthera_hyperborea",969,0
"142","Platanthera_huronensis",654,0
"143","Platanthera_huronensis",655,0
"144","Platanthera_huronensis",748,1
"145","Platanthera_hyperborea",813,0
"146","Platanthera_huronensis",644,1
"147","Platanthera_huronensis",31,0
"148","Platanthera_huronensis",413,0
"149","Platanthera_huronensis",657,1
"150","Platanthera_huronensis",722,1
"151","Platanthera_huronensis",212,1
"152","Platanthera_huronensis",543,1
"153","Platanthera_huronensis",963,1
"154","Platanthera_huronensis",325,0
"155","Platanthera_huronensis",749,1
"156","Platanthera_huronensis",437,0
"157","Platanthera_huronensis",315,1
"158","Platanthera_huronensis",848,1
"159","Platanthera_huronensis",900,1
"160","Platanthera_huronensis",319,1
"161","Platanthera_huronensis",430,0
"162","Platanthera_huronensis",228,1
"163","Platanthera_huronensis",433,0
"164","Platanthera_hyperborea",737,0
"165","Platanthera_huronensis",910,1
"166","Platanthera_huronensis",750,0
"167","Platanthera_huronensis",814,1
"168","Platanthera_huronensis",41,0
"169","Platanthera_huronensis",442,0
"170","Platanthera_hyperborea",857,1
"171","Platanthera_hyperborea",738,0
"172","Platanthera_hyperborea",747,0
"173","Platanthera_hyperborea",865,0
"174","Platanthera_hyperborea",911,0
"175","Platanthera_huronensis",436,0
"176","Platanthera_huronensis",321,0
"177","Platanthera_huronensis",229,1
"178","Platanthera_hyperborea",749,0
"179","Platanthera_huronensis",438,0
"180","Platanthera_huronensis",866,1
"181","Platanthera_huronensis",551,0
"182","Platanthera_huronensis",732,1
"183","Platanthera_huronensis",841,1
"184","Platanthera_huronensis",326,0
"185","Platanthera_huronensis",911,1
"186","Platanthera_huronensis",751,0
"187","Platanthera_huronensis",964,1
"188","Platanthera_dilatata",913,0
"189","Platanthera_hyperborea",864,0
"190","Platanthera_huronensis",909,1
"191","Platanthera_hyperborea",812,0
"192","Platanthera_hyperborea",653,0
"193","Platanthera_huronensis",794,1
"194","Platanthera_huronensis",899,1
"195","Platanthera_hyperborea",908,0
"196","Spiranthes_diluvialis",995,1
"197","Spiranthes_diluvialis",844,1
"198","Spiranthes_diluvialis",991,1
"199","Spiranthes_diluvialis",789,1
"200","Spiranthes_diluvialis",722,1
"201","Spiranthes_diluvialis",1021,1
"202","Spiranthes_diluvialis",900,1
"203","Spiranthes_diluvialis",992,1
"204","Spiranthes_diluvialis",994,1
"205","Spiranthes_diluvialis",949,1
"206","Calypso_bulbosa",1082,1
"207","Calypso_bulbosa",720,1
"208","Calypso_bulbosa",1017,1
"210","Calypso_bulbosa",890,1
"211","Calypso_bulbosa",839,1
"212","Calypso_bulbosa",891,1
"213","Calypso_bulbosa",721,1
"214","Calypso_bulbosa",944,1
"215","Calypso_bulbosa",985,1
"216","Calypso_bulbosa",943,1
"217","Calypso_bulbosa",986,1
"218","Calypso_bulbosa",788,1
"219","Calypso_bulbosa",845,1
"220","Calypso_bulbosa",1045,1
"221","Calypso_bulbosa",838,1
"222","Calypso_bulbosa",1016,0
"223","Calypso_bulbosa",787,1
"224","Calypso_bulbosa",633,1
"225","Calypso_bulbosa",635,1
"226","Calypso_bulbosa",724,1
"227","Calypso_bulbosa",791,1
"228","Calypso_bulbosa",723,1
"229","Calypso_bulbosa",719,1
"230","Calypso_bulbosa",790,1
"231","Calypso_bulbosa",789,1
"232","Calypso_bulbosa",792,1
"233","Calypso_bulbosa",634,1
"234","Calypso_bulbosa",725,1
"235","Calypso_bulbosa",841,1
"236","Calypso_bulbosa",722,1
"237","Calypso_bulbosa",636,1
"238","Calypso_bulbosa",421,1
"239","Calypso_bulbosa",534,1
"240","Calypso_bulbosa",532,1
"241","Calypso_bulbosa",857,1
"242","Calypso_bulbosa",858,1
"243","Calypso_bulbosa",842,1
"244","Calypso_bulbosa",637,1
"245","Calypso_bulbosa",800,1
"246","Calypso_bulbosa",527,1
"247","Calypso_bulbosa",420,1
"248","Calypso_bulbosa",115,1
"249","Calypso_bulbosa",897,1
"250","Calypso_bulbosa",317,1
"251","Calypso_bulbosa",425,1
"252","Calypso_bulbosa",1052,1
"253","Calypso_bulbosa",114,1
"254","Calypso_bulbosa",119,1
"255","Calypso_bulbosa",424,1
"256","Calypso_bulbosa",221,1
"257","Calypso_bulbosa",995,1
"258","Calypso_bulbosa",994,1
"259","Calypso_bulbosa",733,1
"260","Calypso_bulbosa",218,1
"261","Calypso_bulbosa",812,1
"262","Calypso_bulbosa",1026,1
"263","Calypso_bulbosa",793,1
"264","Calypso_bulbosa",325,1
"265","Calypso_bulbosa",648,1
"266","Calypso_bulbosa",530,1
"267","Calypso_bulbosa",423,1
"268","Calypso_bulbosa",1083,1
"269","Calypso_bulbosa",799,1
"270","Calypso_bulbosa",846,1
"271","Calypso_bulbosa",118,1
"272","Calypso_bulbosa",219,1
"273","Calypso_bulbosa",1024,1
"274","Calypso_bulbosa",422,0
"275","Calypso_bulbosa",1084,1
"276","Calypso_bulbosa",1053,1
"277","Calypso_bulbosa",1025,1
"278","Calypso_bulbosa",952,1
"279","Calypso_bulbosa",312,1
"280","Calypso_bulbosa",541,1
"281","Calypso_bulbosa",120,1
"282","Calypso_bulbosa",794,1
"283","Calypso_bulbosa",795,1
"284","Calypso_bulbosa",217,1
"285","Calypso_bulbosa",316,1
"286","Calypso_bulbosa",549,1
"287","Calypso_bulbosa",130,1
"288","Calypso_bulbosa",953,1
"289","Calypso_bulbosa",324,0
"290","Calypso_bulbosa",433,0
"291","Calypso_bulbosa",535,1
"292","Calypso_bulbosa",727,1
"293","Calypso_bulbosa",847,1
"294","Calypso_bulbosa",533,1
"295","Calypso_bulbosa",315,1
"296","Calypso_bulbosa",531,1
"297","Calypso_bulbosa",428,0
"298","Calypso_bulbosa",210,1
"299","Calypso_bulbosa",801,1
"300","Calypso_bulbosa",844,1
"301","Calypso_bulbosa",427,0
"302","Calypso_bulbosa",1107,1
"303","Calypso_bulbosa",540,1
"304","Calypso_bulbosa",212,1
"305","Calypso_bulbosa",843,1
"306","Calypso_bulbosa",1081,1
"307","Calypso_bulbosa",951,1
"308","Calypso_bulbosa",840,1
"309","Calypso_bulbosa",899,1
"310","Calypso_bulbosa",228,1
"311","Calypso_bulbosa",896,1
"312","Calypso_bulbosa",220,1
"313","Calypso_bulbosa",225,0
"314","Calypso_bulbosa",737,1
"315","Calypso_bulbosa",426,1
"316","Calypso_bulbosa",432,1
"317","Calypso_bulbosa",992,1
"318","Calypso_bulbosa",898,1
"319","Calypso_bulbosa",229,1
"320","Calypso_bulbosa",655,0
"321","Calypso_bulbosa",39,1
"322","Calypso_bulbosa",536,1
"323","Calypso_bulbosa",892,1
"324","Calypso_bulbosa",418,1
"325","Calypso_bulbosa",804,1
"326","Calypso_bulbosa",802,1
"327","Calypso_bulbosa",726,1
"328","Calypso_bulbosa",435,0
"329","Calypso_bulbosa",859,1
"330","Calypso_bulbosa",645,1
"331","Calypso_bulbosa",644,1
"332","Calypso_bulbosa",894,1
"333","Calypso_bulbosa",855,1
"334","Calypso_bulbosa",908,1
"335","Calypso_bulbosa",900,1
"336","Calypso_bulbosa",738,1
"337","Calypso_bulbosa",739,1
"338","Calypso_bulbosa",112,1
"339","Calypso_bulbosa",216,1
"340","Calypso_bulbosa",123,0
"341","Calypso_bulbosa",323,0
"342","Calypso_bulbosa",742,1
"343","Calypso_bulbosa",950,1
"344","Calypso_bulbosa",666,1
"345","Calypso_bulbosa",1018,1
"346","Calypso_bulbosa",313,1
"347","Calypso_bulbosa",544,0
"348","Calypso_bulbosa",632,1
"349","Calypso_bulbosa",735,1
"350","Calypso_bulbosa",222,1
"351","Calypso_bulbosa",646,1
"352","Calypso_bulbosa",630,1
"353","Calypso_bulbosa",1051,1
"354","Calypso_bulbosa",227,0
"355","Calypso_bulbosa",543,1
"356","Calypso_bulbosa",631,1
"357","Calypso_bulbosa",214,1
"358","Calypso_bulbosa",117,1
"359","Calypso_bulbosa",809,1
"360","Calypso_bulbosa",747,1
"361","Calypso_bulbosa",748,1
"362","Calypso_bulbosa",749,1
"363","Calypso_bulbosa",862,1
"364","Calypso_bulbosa",46,1
"365","Calypso_bulbosa",223,1
"366","Calypso_bulbosa",949,1
"367","Calypso_bulbosa",653,0
"368","Calypso_bulbosa",211,1
"369","Calypso_bulbosa",643,1
"370","Calypso_bulbosa",650,0
"371","Calypso_bulbosa",750,0
"372","Calypso_bulbosa",116,1
"373","Calypso_bulbosa",656,1
"374","Calypso_bulbosa",318,1
"375","Calypso_bulbosa",741,1
"376","Calypso_bulbosa",529,1
"377","Calypso_bulbosa",1108,1
"378","Calypso_bulbosa",50,0
"379","Calypso_bulbosa",429,0
"380","Calypso_bulbosa",319,0
"381","Calypso_bulbosa",848,1
"382","Calypso_bulbosa",850,1
"383","Calypso_bulbosa",736,1
"384","Calypso_bulbosa",803,1
"385","Calypso_bulbosa",128,0
"386","Calypso_bulbosa",647,1
"387","Calypso_bulbosa",124,1
"388","Calypso_bulbosa",49,0
"389","Calypso_bulbosa",434,0
"390","Calypso_bulbosa",126,0
"391","Calypso_bulbosa",542,0
"392","Calypso_bulbosa",547,0
"393","Calypso_bulbosa",133,0
"394","Calypso_bulbosa",224,0
"395","Calypso_bulbosa",654,0
"396","Calypso_bulbosa",326,1
"397","Calypso_bulbosa",740,1
"398","Calypso_bulbosa",230,0
"399","Calypso_bulbosa",1023,1
"400","Calypso_bulbosa",125,0
"401","Calypso_bulbosa",854,1
"402","Calypso_bulbosa",1085,1
"403","Calypso_bulbosa",1047,1
"404","Calypso_bulbosa",863,1
"405","Calypso_bulbosa",560,0
"406","Calypso_bulbosa",916,1
"407","Calypso_bulbosa",865,1
"408","Calypso_bulbosa",864,1
"409","Calypso_bulbosa",852,1
"410","Calypso_bulbosa",910,1
"411","Calypso_bulbosa",917,1
"412","Calypso_bulbosa",970,1
"413","Calypso_bulbosa",811,1
"414","Calypso_bulbosa",912,1
"415","Calypso_bulbosa",915,1
"416","Calypso_bulbosa",215,1
"417","Calypso_bulbosa",813,1
"418","Calypso_bulbosa",53,0
"419","Calypso_bulbosa",914,1
"420","Spiranthes_romanzoffiana",113,0
"421","Spiranthes_romanzoffiana",720,1
"422","Spiranthes_romanzoffiana",1045,1
"423","Spiranthes_romanzoffiana",745,1
"424","Spiranthes_romanzoffiana",1018,1
"425","Spiranthes_romanzoffiana",721,1
"426","Spiranthes_romanzoffiana",725,1
"427","Spiranthes_romanzoffiana",845,1
"428","Spiranthes_romanzoffiana",540,1
"429","Spiranthes_romanzoffiana",633,1
"430","Spiranthes_romanzoffiana",862,1
"431","Spiranthes_romanzoffiana",114,1
"432","Spiranthes_romanzoffiana",898,1
"433","Spiranthes_romanzoffiana",788,1
"434","Spiranthes_romanzoffiana",119,0
"435","Spiranthes_romanzoffiana",843,1
"436","Spiranthes_romanzoffiana",812,1
"437","Spiranthes_romanzoffiana",859,1
"438","Spiranthes_romanzoffiana",747,1
"439","Spiranthes_romanzoffiana",950,1
"440","Spiranthes_romanzoffiana",542,0
"441","Spiranthes_romanzoffiana",536,1
"442","Spiranthes_romanzoffiana",724,1
"443","Spiranthes_romanzoffiana",650,0
"445","Spiranthes_romanzoffiana",860,1
"446","Spiranthes_romanzoffiana",943,1
"447","Spiranthes_romanzoffiana",994,1
"448","Spiranthes_romanzoffiana",733,1
"449","Spiranthes_romanzoffiana",130,1
"450","Spiranthes_romanzoffiana",210,1
"451","Spiranthes_romanzoffiana",814,1
"452","Spiranthes_romanzoffiana",726,1
"453","Spiranthes_romanzoffiana",869,1
"454","Spiranthes_romanzoffiana",857,1
"455","Spiranthes_romanzoffiana",313,1
"456","Spiranthes_romanzoffiana",897,1
"457","Spiranthes_romanzoffiana",944,1
"458","Spiranthes_romanzoffiana",1019,1
"459","Spiranthes_romanzoffiana",915,1
"460","Spiranthes_romanzoffiana",421,1
"461","Spiranthes_romanzoffiana",665,1
"462","Spiranthes_romanzoffiana",659,0
"463","Spiranthes_romanzoffiana",858,1
"464","Spiranthes_romanzoffiana",1024,1
"465","Spiranthes_romanzoffiana",115,1
"466","Spiranthes_romanzoffiana",987,1
"467","Spiranthes_romanzoffiana",737,1
"468","Spiranthes_romanzoffiana",46,1
"469","Spiranthes_romanzoffiana",204,1
"470","Spiranthes_romanzoffiana",221,1
"471","Spiranthes_romanzoffiana",816,1
"472","Spiranthes_romanzoffiana",804,1
"473","Spiranthes_romanzoffiana",636,1
"474","Spiranthes_romanzoffiana",895,1
"475","Spiranthes_romanzoffiana",952,1
"476","Spiranthes_romanzoffiana",420,0
"477","Spiranthes_romanzoffiana",741,1
"478","Spiranthes_romanzoffiana",912,1
"479","Spiranthes_romanzoffiana",719,1
"480","Spiranthes_romanzoffiana",893,1
"481","Spiranthes_romanzoffiana",841,1
"482","Spiranthes_romanzoffiana",534,1
"483","Spiranthes_romanzoffiana",1047,1
"484","Spiranthes_romanzoffiana",789,1
"485","Spiranthes_romanzoffiana",855,1
"486","Spiranthes_romanzoffiana",535,1
"487","Spiranthes_romanzoffiana",319,0
"488","Spiranthes_romanzoffiana",891,1
"489","Spiranthes_romanzoffiana",892,1
"490","Spiranthes_romanzoffiana",1025,1
"491","Spiranthes_romanzoffiana",637,1
"492","Spiranthes_romanzoffiana",813,1
"493","Spiranthes_romanzoffiana",645,1
"494","Spiranthes_romanzoffiana",533,0
"495","Spiranthes_romanzoffiana",815,1
"496","Spiranthes_romanzoffiana",558,0
"497","Spiranthes_romanzoffiana",911,1
"498","Spiranthes_romanzoffiana",755,1
"499","Spiranthes_romanzoffiana",1017,1
"500","Spiranthes_romanzoffiana",965,1
"501","Spiranthes_romanzoffiana",820,1
"502","Spiranthes_romanzoffiana",847,1
"503","Spiranthes_romanzoffiana",864,1
"504","Spiranthes_romanzoffiana",856,1
"505","Spiranthes_romanzoffiana",527,0
"506","Spiranthes_romanzoffiana",995,1
"507","Spiranthes_romanzoffiana",863,1
"508","Spiranthes_romanzoffiana",530,1
"509","Spiranthes_romanzoffiana",844,1
"510","Spiranthes_romanzoffiana",208,0
"511","Spiranthes_romanzoffiana",868,1
"512","Spiranthes_romanzoffiana",212,0
"513","Spiranthes_romanzoffiana",630,0
"514","Spiranthes_romanzoffiana",839,1
"515","Spiranthes_romanzoffiana",328,0
"516","Spiranthes_romanzoffiana",732,1
"517","Spiranthes_romanzoffiana",748,1
"518","Spiranthes_romanzoffiana",803,1
"519","Spiranthes_romanzoffiana",818,0
"520","Spiranthes_romanzoffiana",842,1
"521","Spiranthes_romanzoffiana",753,1
"522","Spiranthes_romanzoffiana",890,1
"523","Spiranthes_romanzoffiana",819,0
"524","Spiranthes_romanzoffiana",316,0
"525","Spiranthes_romanzoffiana",529,1
"526","Spiranthes_romanzoffiana",419,0
"527","Spiranthes_romanzoffiana",914,1
"528","Spiranthes_romanzoffiana",525,0
"529","Spiranthes_romanzoffiana",635,1
"530","Spiranthes_romanzoffiana",739,1
"531","Spiranthes_romanzoffiana",801,1
"532","Spiranthes_romanzoffiana",722,1
"533","Spiranthes_romanzoffiana",985,1
"534","Spiranthes_romanzoffiana",120,0
"535","Spiranthes_romanzoffiana",217,1
"536","Spiranthes_romanzoffiana",800,1
"537","Spiranthes_romanzoffiana",426,1
"538","Spiranthes_romanzoffiana",218,1
"539","Spiranthes_romanzoffiana",867,1
"540","Spiranthes_romanzoffiana",792,1
"541","Spiranthes_romanzoffiana",44,0
"542","Spiranthes_romanzoffiana",794,1
"543","Spiranthes_romanzoffiana",131,0
"544","Spiranthes_romanzoffiana",209,1
"545","Spiranthes_romanzoffiana",631,0
"546","Spiranthes_romanzoffiana",916,1
"547","Spiranthes_romanzoffiana",817,1
"548","Spiranthes_romanzoffiana",1052,1
"549","Spiranthes_romanzoffiana",945,1
"550","Spiranthes_romanzoffiana",634,1
"551","Spiranthes_romanzoffiana",418,0
"552","Spiranthes_romanzoffiana",986,1
"553","Spiranthes_romanzoffiana",723,1
"554","Spiranthes_romanzoffiana",838,1
"555","Spiranthes_romanzoffiana",220,0
"556","Spiranthes_romanzoffiana",865,1
"557","Spiranthes_romanzoffiana",1106,1
"558","Spiranthes_romanzoffiana",913,1
"559","Spiranthes_romanzoffiana",662,0
"560","Spiranthes_romanzoffiana",894,1
"561","Spiranthes_romanzoffiana",990,1
"562","Spiranthes_romanzoffiana",429,0
"563","Spiranthes_romanzoffiana",549,0
"564","Spiranthes_romanzoffiana",754,1
"565","Spiranthes_romanzoffiana",117,0
"566","Spiranthes_romanzoffiana",561,1
"567","Spiranthes_romanzoffiana",537,1
"568","Spiranthes_romanzoffiana",423,1
"569","Spiranthes_romanzoffiana",840,1
"570","Spiranthes_romanzoffiana",45,0
"571","Spiranthes_romanzoffiana",653,0
"572","Spiranthes_romanzoffiana",317,0
"573","Spiranthes_romanzoffiana",325,1
"574","Spiranthes_romanzoffiana",211,1
"575","Spiranthes_romanzoffiana",213,0
"576","Spiranthes_romanzoffiana",532,1
"577","Spiranthes_romanzoffiana",312,1
"578","Spiranthes_romanzoffiana",109,0
"579","Spiranthes_romanzoffiana",787,1
"580","Spiranthes_romanzoffiana",538,1
"581","Spiranthes_romanzoffiana",811,1
"582","Spiranthes_romanzoffiana",861,1
"583","Spiranthes_romanzoffiana",966,1
"584","Spiranthes_romanzoffiana",1107,1
"585","Spiranthes_romanzoffiana",738,1
"586","Spiranthes_romanzoffiana",734,1
"587","Spiranthes_romanzoffiana",951,1
"588","Spiranthes_romanzoffiana",802,1
"589","Spiranthes_romanzoffiana",646,1
"590","Spiranthes_romanzoffiana",632,0
"591","Spiranthes_romanzoffiana",644,1
"592","Spiranthes_romanzoffiana",428,1
"593","Spiranthes_romanzoffiana",791,1
"594","Spiranthes_romanzoffiana",219,0
"595","Spiranthes_romanzoffiana",441,0
"596","Spiranthes_romanzoffiana",116,0
"597","Spiranthes_romanzoffiana",413,0
"598","Spiranthes_romanzoffiana",1022,1
"599","Spiranthes_romanzoffiana",308,1
"600","Spiranthes_romanzoffiana",440,0
"601","Spiranthes_romanzoffiana",442,0
"602","Spiranthes_romanzoffiana",225,1
"603","Spiranthes_romanzoffiana",450,0
"604","Spiranthes_romanzoffiana",32,0
"605","Spiranthes_romanzoffiana",449,0
"606","Spiranthes_romanzoffiana",307,0
"607","Spiranthes_romanzoffiana",34,0
"608","Spiranthes_romanzoffiana",949,1
"609","Spiranthes_romanzoffiana",1026,1
"610","Spiranthes_romanzoffiana",329,0
"611","Spiranthes_romanzoffiana",660,0
"612","Spiranthes_romanzoffiana",324,0
"613","Spiranthes_romanzoffiana",651,0
"614","Spiranthes_romanzoffiana",657,0
"615","Spiranthes_romanzoffiana",443,0
"616","Spiranthes_romanzoffiana",661,0
"617","Spiranthes_romanzoffiana",553,0
"618","Spiranthes_romanzoffiana",412,1
"619","Spiranthes_romanzoffiana",1046,1
"620","Spiranthes_romanzoffiana",223,0
"621","Spiranthes_romanzoffiana",33,0
"622","Spiranthes_romanzoffiana",215,1
"623","Spiranthes_romanzoffiana",305,0
"624","Spiranthes_romanzoffiana",323,0
"625","Spiranthes_romanzoffiana",742,1
"626","Spiranthes_romanzoffiana",306,0
"627","Spiranthes_romanzoffiana",41,0
"628","Spiranthes_romanzoffiana",42,0
"629","Spiranthes_romanzoffiana",559,0
"630","Spiranthes_romanzoffiana",112,0
"631","Spiranthes_romanzoffiana",870,1
"632","Spiranthes_romanzoffiana",992,1
"633","Spiranthes_romanzoffiana",744,1
"634","Spiranthes_romanzoffiana",414,0
"635","Spiranthes_romanzoffiana",424,1
"636","Spiranthes_romanzoffiana",108,0
"637","Spiranthes_romanzoffiana",807,1
"638","Spiranthes_romanzoffiana",36,0
"639","Spiranthes_romanzoffiana",750,1
"640","Spiranthes_romanzoffiana",991,1
"641","Spiranthes_romanzoffiana",435,0
"642","Spiranthes_romanzoffiana",434,0
"643","Spiranthes_romanzoffiana",411,0
"644","Spiranthes_romanzoffiana",848,1
"645","Spiranthes_romanzoffiana",304,0
"646","Spiranthes_romanzoffiana",654,0
"647","Spiranthes_romanzoffiana",546,0
"648","Spiranthes_romanzoffiana",437,0
"649","Spiranthes_romanzoffiana",444,0
"650","Spiranthes_romanzoffiana",655,0
"651","Spiranthes_romanzoffiana",743,1
"652","Spiranthes_romanzoffiana",656,0
"653","Spiranthes_romanzoffiana",38,1
"654","Spiranthes_romanzoffiana",111,0
"655","Spiranthes_romanzoffiana",206,0
"656","Spiranthes_romanzoffiana",427,0
"657","Spiranthes_romanzoffiana",643,1
"658","Spiranthes_romanzoffiana",543,0
"659","Spiranthes_romanzoffiana",948,1
"660","Spiranthes_romanzoffiana",447,0
"661","Spiranthes_romanzoffiana",554,0
"662","Spiranthes_romanzoffiana",963,1
"663","Spiranthes_romanzoffiana",528,0
"664","Spiranthes_romanzoffiana",118,1
"665","Spiranthes_romanzoffiana",544,0
"666","Spiranthes_romanzoffiana",900,1
"667","Spiranthes_romanzoffiana",809,1
"668","Spiranthes_romanzoffiana",122,0
"669","Spiranthes_romanzoffiana",326,0
"670","Spiranthes_romanzoffiana",736,1
"671","Spiranthes_romanzoffiana",746,1
"672","Spiranthes_romanzoffiana",205,0
"673","Spiranthes_romanzoffiana",806,1
"674","Spiranthes_romanzoffiana",550,0
"675","Spiranthes_romanzoffiana",322,1
"676","Spiranthes_romanzoffiana",430,0
"677","Spiranthes_romanzoffiana",551,0
"678","Spiranthes_romanzoffiana",552,0
"679","Spiranthes_romanzoffiana",555,0
"680","Spiranthes_romanzoffiana",810,1
"681","Spiranthes_romanzoffiana",321,0
"682","Spiranthes_romanzoffiana",222,0
"683","Spiranthes_romanzoffiana",718,0
"684","Spiranthes_romanzoffiana",953,1
"685","Spiranthes_romanzoffiana",639,1
"686","Spiranthes_romanzoffiana",905,1
"687","Spiranthes_romanzoffiana",49,0
"688","Spiranthes_romanzoffiana",749,1
"689","Spiranthes_romanzoffiana",124,0
"690","Spiranthes_romanzoffiana",908,1
"691","Spiranthes_romanzoffiana",1049,1
"692","Spiranthes_romanzoffiana",445,0
"693","Spiranthes_romanzoffiana",425,1
"694","Spiranthes_romanzoffiana",110,1
"695","Spiranthes_romanzoffiana",959,1
"696","Spiranthes_romanzoffiana",866,1
"697","Spiranthes_romanzoffiana",910,1
"698","Spiranthes_romanzoffiana",539,1
"699","Spiranthes_romanzoffiana",969,1
"700","Spiranthes_romanzoffiana",422,0
"701","Spiranthes_romanzoffiana",128,0
"702","Spiranthes_romanzoffiana",899,1
"703","Spiranthes_romanzoffiana",752,1
"704","Spiranthes_romanzoffiana",920,1
"705","Spiranthes_romanzoffiana",433,0
"706","Spiranthes_romanzoffiana",229,0
"707","Spiranthes_romanzoffiana",1082,1
"708","Spiranthes_romanzoffiana",54,0
"709","Spiranthes_romanzoffiana",531,0
"710","Spiranthes_romanzoffiana",40,0
